"start_year","end_year","subject","grade","state","gender","avg_2009_math","avg_2017_math","avg_math_perchg","avg_2009_read","avg_2017_read","avg_read_perchg"
"2009","2017","MAT",4,"NY","Male","241.8842705","237.6246512","4.259619374","220.7946954","219.0240122","1.77068324"
"2009","2017","MAT",4,"NY","Female","239.3247083","233.4225455","5.902162768","228.1099483","224.7796747","3.330273619"
"2009","2017","MAT",4,"OH","Male","245.4888563","241.4151473","4.073708989","221.6434886","223.4978476","-1.854358999"
"2009","2017","MAT",4,"OH","Female","241.8739448","240.4299969","1.443947864","227.3593687","227.0989995","0.260369166"
"2009","2017","MAT",4,"OK","Male","237.9327104","238.7284487","-0.795738326","213.9650773","212.8841397","1.08093759"
"2009","2017","MAT",4,"OK","Female","235.6251517","235.8625867","-0.237434957","220.3606144","220.4054911","-0.044876644"
"2009","2017","MAT",4,"OR","Male","239.9242304","235.1656413","4.758589063","214.1195805","212.4031468","1.716433742"
"2009","2017","MAT",4,"OR","Female","235.9717557","231.0436143","4.928141427","222.500492","222.7805546","-0.280062568"
"2009","2017","MAT",4,"PA","Male","244.738227","243.3370083","1.401218685","221.3485904","224.1111222","-2.762531848"
"2009","2017","MAT",4,"PA","Female","242.3648247","239.9799207","2.384904024","226.1305387","225.7563073","0.374231402"
"2009","2017","MAT",4,"RI","Male","240.4065545","238.1539833","2.252571158","217.8659933","220.6055766","-2.739583261"
"2009","2017","MAT",4,"RI","Female","237.00482","236.9472733","0.057546712","227.7883546","226.1516855","1.636669061"
"2009","2017","MAT",4,"SC","Male","236.128728","234.9054033","1.223324692","213.4061276","209.566332","3.839795546"
"2009","2017","MAT",4,"SC","Female","235.1828128","233.1288936","2.053919152","218.5484679","216.9088547","1.639613146"
"2009","2017","MAT",4,"SD","Male","243.4159228","243.7656205","-0.349697708","219.5269395","219.1506216","0.376317882"
"2009","2017","MAT",4,"SD","Female","240.6416357","239.3695192","1.272116411","224.9867318","224.399956","0.586775813"
"2009","2017","MAT",4,"TN","Male","232.1633181","236.9641708","-4.800852742","213.8577252","215.2982663","-1.440541147"
"2009","2017","MAT",4,"TN","Female","231.4680404","236.4169963","-4.948955921","219.6545831","222.6835514","-3.028968374"
"2009","2017","MAT",4,"TX","Male","240.8848503","241.0455667","-0.160716382","215.6711127","213.4800334","2.191079299"
"2009","2017","MAT",4,"TX","Female","240.0262266","240.8321055","-0.805878877","222.1728967","216.385005","5.787891712"
"2009","2017","MAT",4,"UT","Male","241.3084911","244.4630631","-3.154572013","216.9301106","221.0767767","-4.146666116"
"2009","2017","MAT",4,"UT","Female","239.2707128","240.3107748","-1.040062072","221.549557","229.6469348","-8.097377801"
"2009","2017","MAT",4,"VA","Male","244.6510166","250.4792791","-5.828262492","222.7808285","226.245481","-3.464652537"
"2009","2017","MAT",4,"VA","Female","241.4090858","245.4720066","-4.062920797","230.4672902","229.0203004","1.446989828"
"2009","2017","MAT",4,"VT","Male","248.878935","241.3230718","7.555863293","226.1078339","223.347718","2.760115925"
"2009","2017","MAT",4,"VT","Female","246.5994257","240.4434016","6.156024062","231.4772687","229.6473138","1.829954884"
"2009","2017","MAT",4,"WA","Male","242.386301","243.2587772","-0.872476157","217.0907011","220.2532377","-3.162536654"
"2009","2017","MAT",4,"WA","Female","242.1216208","240.0872953","2.034325423","225.733106","226.1011123","-0.36800631"
"2009","2017","MAT",4,"WI","Male","244.6730231","241.6846167","2.988406417","216.606254","216.7292028","-0.122948803"
"2009","2017","MAT",4,"WI","Female","242.4100694","238.9828094","3.427260001","223.8881088","222.7703131","1.117795643"
"2009","2017","MAT",4,"WV","Male","233.9941073","236.527612","-2.533504717","210.8666042","212.8990026","-2.032398408"
"2009","2017","MAT",4,"WV","Female","231.9295391","235.5821776","-3.652638528","218.3040847","221.8400483","-3.535963531"
"2009","2017","MAT",4,"WY","Male","242.9470371","249.4317558","-6.484718689","219.1295972","224.1985693","-5.068972087"
"2009","2017","MAT",4,"WY","Female","240.9895822","246.0675655","-5.077983309","226.4977208","229.6916923","-3.193971487"
"2017","2009","MAT",4,"AK","Male","230.4517603","238.4459925","-7.994232169","203.0513017","206.7242292","-3.672927504"
"2017","2009","MAT",4,"AK","Female","230.4611871","235.9293425","-5.468155375","211.3433427","215.7112338","-4.367891116"
"2017","2009","MAT",4,"AL","Male","232.4585701","227.7181926","4.740377461","212.8211091","211.7419305","1.079178604"
"2017","2009","MAT",4,"AL","Female","231.8784817","228.2247489","3.653732845","220.0065999","221.1006988","-1.094098971"
"2017","2009","MAT",4,"AR","Male","234.9807022","238.8245826","-3.843880386","211.74262","210.975858","0.766762077"
"2017","2009","MAT",4,"AR","Female","232.6649876","236.1995327","-3.534545133","220.6330097","221.5645131","-0.931503451"
"2017","2009","MAT",4,"AZ","Male","235.6316557","230.2839495","5.347706172","213.4626704","206.9136801","6.54899033"
"2017","2009","MAT",4,"AZ","Female","233.2150457","229.6868592","3.528186524","217.5202269","213.1892245","4.33100246"
"2017","2009","MAT",4,"CA","Male","233.2656862","232.6138321","0.651854043","210.7706082","207.055218","3.715390146"
"2017","2009","MAT",4,"CA","Female","231.2155055","230.6765415","0.538964046","220.2931384","212.6376455","7.655492896"
"2017","2009","MAT",4,"CO","Male","240.2821937","243.965015","-3.682821273","221.6164056","222.255777","-0.639371467"
"2017","2009","MAT",4,"CO","Female","241.1372973","242.2698015","-1.132504124","228.0204314","229.2295877","-1.209156338"
"2017","2009","MAT",4,"CT","Male","241.4876106","246.4001882","-4.912577634","225.6988499","224.5390532","1.159796708"
"2017","2009","MAT",4,"CT","Female","236.9166503","242.9610879","-6.044437553","231.0694053","233.5036258","-2.434220473"
"2017","2009","MAT",4,"DC","Male","231.3590099","217.9480023","13.41100755","209.7059168","198.0947662","11.61115065"
"2017","2009","MAT",4,"DC","Female","231.2817799","220.5677797","10.71400017","217.0726847","205.7459404","11.32674425"
"2017","2009","MAT",4,"DE","Male","235.5916588","241.1687191","-5.577060343","217.0214095","222.8717419","-5.850332416"
"2017","2009","MAT",4,"DE","Female","236.668776","237.7510974","-1.082321407","226.0044074","228.1886232","-2.184215874"
"2017","2009","MAT",4,"FL","Male","247.4765145","242.5444211","4.932093335","226.0874762","222.5201961","3.567280031"
"2017","2009","MAT",4,"FL","Female","245.23157","241.3373227","3.894247337","230.5293065","228.8642131","1.665093399"
"2017","2009","MAT",4,"GA","Male","236.6667509","236.5085199","0.158230994","215.9960475","214.2857138","1.710333751"
"2017","2009","MAT",4,"GA","Female","236.0913659","235.5460739","0.545291935","223.4661982","221.3610349","2.105163282"
"2017","2009","MAT",4,"HI","Male","238.0754512","235.2669195","2.808531666","211.9643975","205.1332239","6.831173599"
"2017","2009","MAT",4,"HI","Female","237.750739","236.1308716","1.61986734","221.1629899","216.6672606","4.495729347"
"2017","2009","MAT",4,"IA","Male","245.0853816","243.3199286","1.765453055","218.8868248","216.9694323","1.917392481"
"2017","2009","MAT",4,"IA","Female","240.9940059","241.8441682","-0.850162306","224.7672839","225.965448","-1.198164075"
"2017","2009","MAT",4,"ID","Male","241.643382","241.9403591","-0.29697709","220.3231426","216.5292228","3.793919759"
"2017","2009","MAT",4,"ID","Female","238.2289001","240.1308958","-1.901995687","225.3600964","225.5082653","-0.148168929"
"2017","2009","MAT",4,"IL","Male","239.6449667","239.6526887","-0.00772193","217.1987686","214.8423846","2.35638402"
"2017","2009","MAT",4,"IL","Female","236.6028134","236.9052525","-0.302439132","223.5117709","223.5129821","-0.001211224"
"2017","2009","MAT",4,"IN","Male","248.2432237","242.9870434","5.256180212","224.2207755","218.3968134","5.823962004"
"2017","2009","MAT",4,"IN","Female","244.6945339","242.2299855","2.46454845","228.740295","227.0696154","1.67067964"
"2017","2009","MAT",4,"KS","Male","242.4832381","246.161674","-3.678435871","220.723398","222.1581946","-1.434796592"
"2017","2009","MAT",4,"KS","Female","239.8473267","244.3872114","-4.539884693","226.0057583","225.8242076","0.181550729"
"2017","2009","MAT",4,"KY","Male","240.7846346","240.0342356","0.750398961","221.9300199","222.3486903","-0.418670388"
"2017","2009","MAT",4,"KY","Female","237.5202772","237.5675195","-0.04724221","226.2773158","228.9013547","-2.624038898"
"2017","2009","MAT",4,"LA","Male","228.6041819","230.1209562","-1.516774313","210.247424","202.9714742","7.275949802"
"2017","2009","MAT",4,"LA","Female","229.3514084","228.6899391","0.661469259","213.0166577","212.2863014","0.730356232"
"2017","2009","MAT",4,"MA","Male","251.5534018","253.4405668","-1.887164982","232.9402589","231.1401318","1.80012711"
"2017","2009","MAT",4,"MA","Female","246.5965685","251.0823898","-4.485821288","238.5091687","236.3237981","2.185370567"
"2017","2009","MAT",4,"MD","Male","242.0755965","244.2405097","-2.164913166","220.6955107","222.5177629","-1.822252214"
"2017","2009","MAT",4,"MD","Female","239.0633464","243.346193","-4.282846559","229.5910877","229.4387251","0.152362612"
"2017","2009","MAT",4,"ME","Male","240.2348413","246.5404608","-6.305619527","219.2110349","219.5802337","-0.369198832"
"2017","2009","MAT",4,"ME","Female","239.5559952","242.2710866","-2.715091379","223.5981836","228.0968161","-4.498632485"
"2017","2009","MAT",4,"MI","Male","236.8113307","237.5802861","-0.768955363","213.5858073","214.3957909","-0.809983557"
"2017","2009","MAT",4,"MI","Female","234.2812085","234.9529816","-0.671773057","221.9864251","222.1448852","-0.158460188"
"2017","2009","MAT",4,"MN","Male","250.3992494","251.2868955","-0.887646084","221.9607287","219.8187462","2.141982557"
"2017","2009","MAT",4,"MN","Female","247.1810569","247.556902","-0.375845026","227.1478064","226.9751804","0.172626007"
"2017","2009","MAT",4,"MO","Male","241.2361641","241.2338228","0.002341349","220.5014873","218.9749832","1.526504038"
"2017","2009","MAT",4,"MO","Female","237.6815798","240.0938702","-2.41229038","224.9762771","229.0948613","-4.118584153"
"2017","2009","MAT",4,"MS","Male","235.4568755","226.6838904","8.77298506","211.5782451","207.6306934","3.947551653"
"2017","2009","MAT",4,"MS","Female","233.9021712","227.854993","6.047178221","218.9452266","213.4753024","5.469924212"
"2017","2009","MAT",4,"MT","Male","241.3452397","247.0098734","-5.664633634","220.2263928","221.7826605","-1.556267762"
"2017","2009","MAT",4,"MT","Female","240.0414055","241.6644649","-1.623059481","224.626019","227.6048386","-2.978819648"
"2017","2009","MAT",4,"NC","Male","241.8521672","243.9695966","-2.11742937","221.1697234","214.7877843","6.381939055"
"2017","2009","MAT",4,"NC","Female","240.0058325","243.5792701","-3.573437619","226.8317849","224.0209278","2.810857115"
"2017","2009","MAT",4,"ND","Male","245.6263482","246.8088459","-1.182497714","216.6819683","223.1073372","-6.42536884"
"2017","2009","MAT",4,"ND","Female","242.7488561","243.5153071","-0.766450938","226.6956902","228.9185892","-2.222899028"
"2017","2009","MAT",4,"NE","Male","247.2209733","238.7568416","8.464131684","220.766447","219.6725023","1.09394473"
"2017","2009","MAT",4,"NE","Female","243.8434197","238.7398143","5.103605408","227.6535923","225.4668601","2.186732215"
"2017","2009","MAT",4,"NH","Male","247.0152097","252.1974258","-5.182216136","227.622395","225.8540059","1.768389052"
"2017","2009","MAT",4,"NH","Female","243.5917615","249.8650685","-6.273307075","230.2115385","232.6529539","-2.441415407"
"2017","2009","MAT",4,"NJ","Male","248.2745697","248.4270377","-0.152468071","228.6767459","227.1098772","1.566868752"
"2017","2009","MAT",4,"NJ","Female","247.4159119","244.5251381","2.89077376","237.3914716","231.6981536","5.693317969"
"2017","2009","MAT",4,"NM","Male","230.41794","230.6408759","-0.222935834","203.9584918","202.8343689","1.124122857"
"2017","2009","MAT",4,"NM","Female","228.9597938","229.3881713","-0.428377526","211.6048107","212.5948396","-0.990028885"
"2017","2009","MAT",4,"NT","Male","240.812409","240.6176492","0.194759756","218.9657819","217.6064798","1.35930209"
"2017","2009","MAT",4,"NT","Female","238.5940002","238.6944197","-0.10041951","224.9204301","224.3467677","0.573662396"
"2017","2009","MAT",4,"NV","Male","232.0763332","236.1033403","-4.027007052","211.246494","208.2577906","2.988703366"
"2017","2009","MAT",4,"NV","Female","231.282843","234.2039974","-2.921154449","218.5330535","213.9765537","4.556499801"
"2017","2009","MAT",4,"NY","Male","237.6246512","241.8842705","-4.259619374","219.0240122","220.7946954","-1.77068324"
"2017","2009","MAT",4,"NY","Female","233.4225455","239.3247083","-5.902162768","224.7796747","228.1099483","-3.330273619"
"2017","2009","MAT",4,"OH","Male","241.4151473","245.4888563","-4.073708989","223.4978476","221.6434886","1.854358999"
"2017","2009","MAT",4,"OH","Female","240.4299969","241.8739448","-1.443947864","227.0989995","227.3593687","-0.260369166"
"2017","2009","MAT",4,"OK","Male","238.7284487","237.9327104","0.795738326","212.8841397","213.9650773","-1.08093759"
"2017","2009","MAT",4,"OK","Female","235.8625867","235.6251517","0.237434957","220.4054911","220.3606144","0.044876644"
"2017","2009","MAT",4,"OR","Male","235.1656413","239.9242304","-4.758589063","212.4031468","214.1195805","-1.716433742"
"2017","2009","MAT",4,"OR","Female","231.0436143","235.9717557","-4.928141427","222.7805546","222.500492","0.280062568"
"2017","2009","MAT",4,"PA","Male","243.3370083","244.738227","-1.401218685","224.1111222","221.3485904","2.762531848"
"2017","2009","MAT",4,"PA","Female","239.9799207","242.3648247","-2.384904024","225.7563073","226.1305387","-0.374231402"
"2017","2009","MAT",4,"RI","Male","238.1539833","240.4065545","-2.252571158","220.6055766","217.8659933","2.739583261"
"2017","2009","MAT",4,"RI","Female","236.9472733","237.00482","-0.057546712","226.1516855","227.7883546","-1.636669061"
"2017","2009","MAT",4,"SC","Male","234.9054033","236.128728","-1.223324692","209.566332","213.4061276","-3.839795546"
"2017","2009","MAT",4,"SC","Female","233.1288936","235.1828128","-2.053919152","216.9088547","218.5484679","-1.639613146"
"2017","2009","MAT",4,"SD","Male","243.7656205","243.4159228","0.349697708","219.1506216","219.5269395","-0.376317882"
"2017","2009","MAT",4,"SD","Female","239.3695192","240.6416357","-1.272116411","224.399956","224.9867318","-0.586775813"
"2017","2009","MAT",4,"TN","Male","236.9641708","232.1633181","4.800852742","215.2982663","213.8577252","1.440541147"
"2017","2009","MAT",4,"TN","Female","236.4169963","231.4680404","4.948955921","222.6835514","219.6545831","3.028968374"
"2017","2009","MAT",4,"TX","Male","241.0455667","240.8848503","0.160716382","213.4800334","215.6711127","-2.191079299"
"2017","2009","MAT",4,"TX","Female","240.8321055","240.0262266","0.805878877","216.385005","222.1728967","-5.787891712"
"2017","2009","MAT",4,"UT","Male","244.4630631","241.3084911","3.154572013","221.0767767","216.9301106","4.146666116"
"2017","2009","MAT",4,"UT","Female","240.3107748","239.2707128","1.040062072","229.6469348","221.549557","8.097377801"
"2017","2009","MAT",4,"VA","Male","250.4792791","244.6510166","5.828262492","226.245481","222.7808285","3.464652537"
"2017","2009","MAT",4,"VA","Female","245.4720066","241.4090858","4.062920797","229.0203004","230.4672902","-1.446989828"
"2017","2009","MAT",4,"VT","Male","241.3230718","248.878935","-7.555863293","223.347718","226.1078339","-2.760115925"
"2017","2009","MAT",4,"VT","Female","240.4434016","246.5994257","-6.156024062","229.6473138","231.4772687","-1.829954884"
"2017","2009","MAT",4,"WA","Male","243.2587772","242.386301","0.872476157","220.2532377","217.0907011","3.162536654"
"2017","2009","MAT",4,"WA","Female","240.0872953","242.1216208","-2.034325423","226.1011123","225.733106","0.36800631"
"2017","2009","MAT",4,"WI","Male","241.6846167","244.6730231","-2.988406417","216.7292028","216.606254","0.122948803"
"2017","2009","MAT",4,"WI","Female","238.9828094","242.4100694","-3.427260001","222.7703131","223.8881088","-1.117795643"
"2017","2009","MAT",4,"WV","Male","236.527612","233.9941073","2.533504717","212.8990026","210.8666042","2.032398408"
"2017","2009","MAT",4,"WV","Female","235.5821776","231.9295391","3.652638528","221.8400483","218.3040847","3.535963531"
"2017","2009","MAT",4,"WY","Male","249.4317558","242.9470371","6.484718689","224.1985693","219.1295972","5.068972087"
"2017","2009","MAT",4,"WY","Female","246.0675655","240.9895822","5.077983309","229.6916923","226.4977208","3.193971487"
